,Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes,convertion
408,True,2023-09-14 20:18:21,16.9731466,82.23809,0,13.0 km/h,"16.973147°, 82.238090°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.1  power=14.132  battery=4.079  io68=0  operator=40449  odometer=11687  distance=13.14  totalDistance=5399.77  hours=770000,13.0
409,True,2023-09-14 20:18:28,16.9731466,82.2379649,-1,6.0 km/h,"16.973147°, 82.237965°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.2000000000000002  hdop=0.9  power=14.113  battery=4.079  io68=0  operator=40449  odometer=11701  distance=13.32  totalDistance=5413.09  hours=777000,6.0
410,True,2023-09-14 20:18:29,16.9731366,82.2379549,-2,7.0 km/h,"16.973137°, 82.237955°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.3  hdop=0.9  power=14.105  battery=4.079  io68=0  operator=40449  odometer=11705  distance=1.54  totalDistance=5414.63  hours=778000,7.0
411,True,2023-09-14 20:18:32,16.9730499,82.237915,-5,16.0 km/h,"16.973050°, 82.237915°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.056000000000001  battery=4.079  io68=0  operator=40449  odometer=11712  distance=10.54  totalDistance=5425.17  hours=781000,16.0
412,True,2023-09-14 20:18:43,16.97266,82.2377533,-9,6.0 km/h,"16.972660°, 82.237753°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.127  battery=4.079  io68=0  operator=40449  odometer=11761  distance=46.69  totalDistance=5471.86  hours=792000,6.0
413,True,2023-09-14 20:18:53,16.9725883,82.23771,-8,11.0 km/h,"16.972588°, 82.237710°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.126  battery=4.079  io68=0  operator=40449  odometer=11770  distance=9.22  totalDistance=5481.08  hours=802000,11.0
414,True,2023-09-14 20:18:58,16.972395,82.2376516,-5,23.0 km/h,"16.972395°, 82.237652°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.145  battery=4.081  io68=0  operator=40449  odometer=11791  distance=22.4  totalDistance=5503.48  hours=807000,23.0
415,True,2023-09-14 20:19:14,16.971475,82.2373899,0,26.0 km/h,"16.971475°, 82.237390°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.133000000000001  battery=4.079  io68=0  operator=40449  odometer=11895  distance=106.14  totalDistance=5609.62  hours=823000,26.0
416,True,2023-09-14 20:19:24,16.9709183,82.23723,1,13.0 km/h,"16.970918°, 82.237230°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.132  battery=4.079  io68=0  operator=40449  odometer=11963  distance=64.27  totalDistance=5673.89  hours=833000,13.0
417,True,2023-09-14 20:19:27,16.970845,82.2372016,0,7.0 km/h,"16.970845°, 82.237202°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.104000000000001  battery=4.079  io68=0  operator=40449  odometer=11974  distance=8.7  totalDistance=5682.59  hours=836000,7.0
418,True,2023-09-14 20:19:30,16.9708116,82.2371916,0,6.0 km/h,"16.970812°, 82.237192°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.1  hdop=0.8  power=14.112  battery=4.079  io68=0  operator=40449  odometer=11977  distance=3.87  totalDistance=5686.46  hours=839000,6.0
419,True,2023-09-14 20:19:32,16.9707583,82.23717,0,13.0 km/h,"16.970758°, 82.237170°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.13  battery=4.079  io68=0  operator=40449  odometer=11982  distance=6.36  totalDistance=5692.82  hours=841000,13.0
420,True,2023-09-14 20:19:50,16.970005,82.2369299,-4,16.0 km/h,"16.970005°, 82.236930°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.131  battery=4.079  io68=0  operator=40449  odometer=12074  distance=87.67  totalDistance=5780.49  hours=859000,16.0
421,True,2023-09-14 20:20:10,16.9690833,82.236835,-8,23.0 km/h,"16.969083°, 82.236835°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.092  battery=4.079  io68=0  operator=40449  odometer=12171  distance=103.1  totalDistance=5883.59  hours=879000,23.0
422,True,2023-09-14 20:20:21,16.968525,82.2367183,-8,18.0 km/h,"16.968525°, 82.236718°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.142  battery=4.079  io68=0  operator=40449  odometer=12236  distance=63.38  totalDistance=5946.97  hours=890000,18.0
423,True,2023-09-14 20:20:24,16.9683833,82.23671,-8,18.0 km/h,"16.968383°, 82.236710°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.138  battery=4.079  io68=0  operator=40449  odometer=12250  distance=15.8  totalDistance=5962.77  hours=893000,18.0
424,True,2023-09-14 20:20:40,16.9674583,82.2365833,-7,23.0 km/h,"16.967458°, 82.236583°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.102  battery=4.079  io68=0  operator=40449  odometer=12353  distance=103.85  totalDistance=6066.62  hours=909000,23.0
425,True,2023-09-14 20:20:56,16.9665566,82.2364733,-8,21.0 km/h,"16.966557°, 82.236473°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.125  battery=4.079  io68=0  operator=40449  odometer=12455  distance=101.06  totalDistance=6167.68  hours=925000,21.0
426,True,2023-09-14 20:21:13,16.965635,82.2363266,-3,21.0 km/h,"16.965635°, 82.236327°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.109  battery=4.079  io68=0  operator=40449  odometer=12559  distance=103.77  totalDistance=6271.45  hours=942000,21.0
427,True,2023-09-14 20:21:29,16.964705,82.236165,-8,26.0 km/h,"16.964705°, 82.236165°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.143  battery=4.079  io68=0  operator=40449  odometer=12662  distance=104.95  totalDistance=6376.4  hours=958000,26.0
428,True,2023-09-14 20:21:43,16.9637683,82.2360116,-11,29.0 km/h,"16.963768°, 82.236012°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.8  hdop=1.0  power=14.081  battery=4.079  io68=0  operator=40449  odometer=12767  distance=105.54  totalDistance=6481.94  hours=972000,29.0
429,True,2023-09-14 20:21:58,16.9628683,82.2359133,-18,21.0 km/h,"16.962868°, 82.235913°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.144  battery=4.079  io68=0  operator=40449  odometer=12870  distance=100.73  totalDistance=6582.67  hours=987000,21.0
430,True,2023-09-14 20:22:02,16.9626933,82.2358916,-19,15.0 km/h,"16.962693°, 82.235892°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=2.1  hdop=1.1  power=14.091000000000001  battery=4.079  io68=0  operator=40449  odometer=12890  distance=19.62  totalDistance=6602.29  hours=991000,15.0
431,True,2023-09-14 20:22:03,16.9626633,82.2358766,-19,14.0 km/h,"16.962663°, 82.235877°",priority=0  sat=9  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.091000000000001  battery=4.079  io68=0  operator=40449  odometer=12895  distance=3.7  totalDistance=6605.99  hours=992000,14.0
432,True,2023-09-14 20:22:05,16.9626233,82.2358299,-18,11.0 km/h,"16.962623°, 82.235830°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.114  battery=4.079  io68=0  operator=40449  odometer=12902  distance=6.67  totalDistance=6612.66  hours=994000,11.0
433,True,2023-09-14 20:22:06,16.9626233,82.2357849,-18,13.0 km/h,"16.962623°, 82.235785°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=2.1  hdop=1.0  power=14.105  battery=4.079  io68=0  operator=40449  odometer=12906  distance=4.79  totalDistance=6617.45  hours=995000,13.0
434,True,2023-09-14 20:22:07,16.9626316,82.235745,-18,15.0 km/h,"16.962632°, 82.235745°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.117  battery=4.079  io68=0  operator=40449  odometer=12910  distance=4.35  totalDistance=6621.8  hours=996000,15.0
435,True,2023-09-14 20:22:12,16.9626583,82.2354416,-17,25.0 km/h,"16.962658°, 82.235442°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.8  hdop=0.9  power=14.154  battery=4.08  io68=0  operator=40449  odometer=12940  distance=32.44  totalDistance=6654.24  hours=1001000,25.0
436,True,2023-09-14 20:22:27,16.962835,82.2345283,-8,13.0 km/h,"16.962835°, 82.234528°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.9000000000000001  hdop=1.0  power=14.071  battery=4.08  io68=0  operator=40449  odometer=13044  distance=99.21  totalDistance=6753.45  hours=1016000,13.0
437,True,2023-09-14 20:22:32,16.9628416,82.2344533,-8,0.0 km/h,"16.962842°, 82.234453°",priority=0  sat=11  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.2000000000000002  hdop=0.8  power=14.129  battery=4.079  io68=0  operator=40449  odometer=13054  distance=8.02  totalDistance=6761.47  hours=1021000,0.0
438,True,2023-09-14 20:22:46,16.9628533,82.2342933,-8,9.0 km/h,"16.962853°, 82.234293°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.143  battery=4.079  io68=0  operator=40449  odometer=13069  distance=17.09  totalDistance=6778.56  hours=1035000,9.0
439,True,2023-09-14 20:22:50,16.96286,82.2340966,-7,14.0 km/h,"16.962860°, 82.234097°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.126  battery=4.079  io68=0  operator=40449  odometer=13089  distance=20.96  totalDistance=6799.52  hours=1039000,14.0
440,True,2023-09-14 20:22:54,16.96286,82.2339333,-5,15.0 km/h,"16.962860°, 82.233933°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.063  battery=4.079  io68=0  operator=40449  odometer=13106  distance=17.39  totalDistance=6816.91  hours=1043000,15.0
441,True,2023-09-14 20:23:02,16.9629716,82.233465,-1,25.0 km/h,"16.962972°, 82.233465°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.6  hdop=0.9  power=14.133000000000001  battery=4.079  io68=0  operator=40449  odometer=13155  distance=51.39  totalDistance=6868.3  hours=1051000,25.0
442,True,2023-09-14 20:23:15,16.9631433,82.232505,-2,26.0 km/h,"16.963143°, 82.232505°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.151  battery=4.079  io68=0  operator=40449  odometer=13258  distance=103.99  totalDistance=6972.29  hours=1064000,26.0
443,True,2023-09-14 20:23:29,16.9633149,82.2315583,-5,28.0 km/h,"16.963315°, 82.231558°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.101  battery=4.08  io68=0  operator=40449  odometer=13360  distance=102.6  totalDistance=7074.89  hours=1078000,28.0
444,True,2023-09-14 20:23:43,16.9634183,82.2305883,-7,26.0 km/h,"16.963418°, 82.230588°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.15  battery=4.079  io68=0  operator=40449  odometer=13472  distance=103.92  totalDistance=7178.81  hours=1092000,26.0
445,True,2023-09-14 20:23:50,16.96348,82.230095,-7,26.0 km/h,"16.963480°, 82.230095°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.139000000000001  battery=4.079  io68=0  operator=40449  odometer=13525  distance=52.97  totalDistance=7231.78  hours=1099000,26.0
446,True,2023-09-14 20:23:54,16.9635233,82.2298133,-5,17.0 km/h,"16.963523°, 82.229813°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.032  battery=4.08  io68=0  operator=40449  odometer=13551  distance=30.38  totalDistance=7262.16  hours=1103000,17.0
447,True,2023-09-14 20:23:59,16.9635433,82.229715,-6,7.0 km/h,"16.963543°, 82.229715°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=5  io200=0  io69=1  pdop=2.2  hdop=1.4000000000000001  power=14.133000000000001  battery=4.08  io68=0  operator=40449  odometer=13563  distance=10.7  totalDistance=7272.86  hours=1108000,7.0
448,True,2023-09-14 20:24:08,16.9636116,82.2295099,-7,17.0 km/h,"16.963612°, 82.229510°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.089  battery=4.08  io68=0  operator=40449  odometer=13585  distance=23.12  totalDistance=7295.98  hours=1117000,17.0
449,True,2023-09-14 20:24:16,16.9636733,82.2290599,-7,27.0 km/h,"16.963673°, 82.229060°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.2000000000000002  hdop=0.6000000000000001  power=14.151  battery=4.079  io68=0  operator=40449  odometer=13638  distance=48.4  totalDistance=7344.38  hours=1125000,27.0
450,True,2023-09-14 20:24:20,16.9637116,82.2288016,-7,15.0 km/h,"16.963712°, 82.228802°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.113  battery=4.08  io68=0  operator=40449  odometer=13662  distance=27.83  totalDistance=7372.21  hours=1129000,15.0
451,True,2023-09-14 20:24:23,16.9636999,82.2287516,-7,5.0 km/h,"16.963700°, 82.228752°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.103  battery=4.08  io68=0  operator=40449  odometer=13670  distance=5.48  totalDistance=7377.69  hours=1132000,5.0
452,True,2023-09-14 20:24:33,16.9637583,82.2286383,-7,8.0 km/h,"16.963758°, 82.228638°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.1  hdop=0.8  power=14.142  battery=4.079  io68=0  operator=40449  odometer=13683  distance=13.7  totalDistance=7391.39  hours=1142000,8.0
453,True,2023-09-14 20:24:34,16.9637783,82.2286333,-7,9.0 km/h,"16.963778°, 82.228633°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.8  power=14.141  battery=4.079  io68=0  operator=40449  odometer=13686  distance=2.29  totalDistance=7393.68  hours=1143000,9.0
454,True,2023-09-14 20:24:36,16.9638483,82.2286283,-7,13.0 km/h,"16.963848°, 82.228628°",priority=0  sat=9  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.6  hdop=0.8  power=14.113  battery=4.079  io68=0  operator=40449  odometer=13692  distance=7.81  totalDistance=7401.49  hours=1145000,13.0
455,True,2023-09-14 20:24:41,16.9639583,82.2286066,-6,7.0 km/h,"16.963958°, 82.228607°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.5  hdop=0.9  power=13.995000000000001  battery=4.08  io68=0  operator=40449  odometer=13707  distance=12.46  totalDistance=7413.95  hours=1150000,7.0
456,True,2023-09-14 20:24:43,16.9639949,82.228625,-6,7.0 km/h,"16.963995°, 82.228625°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.2000000000000002  hdop=0.8  power=14.08  battery=4.08  io68=0  operator=40449  odometer=13710  distance=4.52  totalDistance=7418.47  hours=1152000,7.0
457,True,2023-09-14 20:26:13,16.9640483,82.2287533,9,0.0 km/h,"16.964048°, 82.228753°",priority=0  sat=14  event=240  ignition=true  motion=false  rssi=4  io200=0  io69=1  pdop=1.0  hdop=0.6000000000000001  power=13.231  battery=4.075  io68=0  operator=40449  odometer=13716  distance=14.9  totalDistance=7433.37  hours=1242000,0.0
458,True,2023-09-14 20:29:00,16.9640483,82.2287533,13,0.0 km/h,"16.964048°, 82.228753°",priority=0  sat=14  event=239  ignition=false  motion=false  rssi=4  io200=0  io69=1  pdop=1.3  hdop=0.6000000000000001  power=13.188  battery=4.073  io68=0  operator=40449  odometer=13716  distance=0.0  totalDistance=7433.37  hours=1242000,0.0
459,True,2023-09-14 20:35:52,16.9640483,82.2287533,6,0.0 km/h,"16.964048°, 82.228753°",priority=0  sat=13  event=0  ignition=false  motion=false  rssi=4  io200=0  io69=1  pdop=1.0  hdop=0.7000000000000001  power=12.459  battery=4.075  io68=0  operator=40449  odometer=13716  distance=0.0  totalDistance=7433.37  hours=1242000,0.0
460,True,2023-09-14 20:35:52,16.9640266,82.2287133,6,0.0 km/h,"16.964027°, 82.228713°",priority=0  sat=13  event=240  ignition=false  motion=true  rssi=4  io200=0  io69=1  pdop=1.0  hdop=0.7000000000000001  power=12.193  battery=4.075  io68=0  operator=40449  odometer=13716  distance=4.9  totalDistance=7438.27  hours=1242000,0.0
461,True,2023-09-14 20:36:02,16.9641016,82.22869,13,6.0 km/h,"16.964102°, 82.228690°",priority=0  sat=13  event=0  ignition=false  motion=true  rssi=4  io200=0  io69=1  pdop=1.0  hdop=0.7000000000000001  power=14.011000000000001  battery=4.079  io68=0  operator=40449  odometer=13727  distance=8.71  totalDistance=7446.98  hours=1242000,6.0
462,True,2023-09-14 20:36:02,16.9641283,82.2286833,13,9.0 km/h,"16.964128°, 82.228683°",priority=0  sat=13  event=239  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.2000000000000002  hdop=0.7000000000000001  power=14.035  battery=4.079  io68=0  operator=40449  odometer=13730  distance=3.06  totalDistance=7450.04  hours=1242000,9.0
463,True,2023-09-14 20:36:06,16.96426,82.2287049,12,16.0 km/h,"16.964260°, 82.228705°",priority=0  sat=13  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.3  hdop=0.7000000000000001  power=14.059000000000001  battery=4.079  io68=0  operator=40449  odometer=13745  distance=14.84  totalDistance=7464.88  hours=1245990,16.0
464,True,2023-09-14 20:36:18,16.9648033,82.228815,5,17.0 km/h,"16.964803°, 82.228815°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.5  hdop=0.8  power=14.067  battery=4.079  io68=0  operator=40449  odometer=13802  distance=61.61  totalDistance=7526.49  hours=1257990,17.0
465,True,2023-09-14 20:36:22,16.9650016,82.2288116,1,19.0 km/h,"16.965002°, 82.228812°",priority=0  sat=12  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.4000000000000001  hdop=0.7000000000000001  power=14.144  battery=4.079  io68=0  operator=40449  odometer=13824  distance=22.08  totalDistance=7548.57  hours=1261990,19.0
466,True,2023-09-14 20:36:29,16.9651699,82.2287966,-2,6.0 km/h,"16.965170°, 82.228797°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=3  io200=0  io69=1  pdop=1.0  hdop=0.6000000000000001  power=14.088000000000001  battery=4.079  io68=0  operator=40449  odometer=13847  distance=18.8  totalDistance=7567.37  hours=1268990,6.0
467,True,2023-09-14 20:36:39,16.9652416,82.2287166,-2,6.0 km/h,"16.965242°, 82.228717°",priority=0  sat=14  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.1  hdop=0.8  power=14.113  battery=4.079  io68=0  operator=40449  odometer=13859  distance=11.67  totalDistance=7579.04  hours=1278990,6.0
468,True,2023-09-14 20:36:41,16.9652566,82.2286499,-3,9.0 km/h,"16.965257°, 82.228650°",priority=0  sat=10  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=1.7000000000000002  hdop=0.9  power=14.111  battery=4.079  io68=0  operator=40449  odometer=13866  distance=7.3  totalDistance=7586.34  hours=1280990,9.0
469,True,2023-09-14 20:36:46,16.9653016,82.2285683,-4,7.0 km/h,"16.965302°, 82.228568°",priority=0  sat=4  event=0  ignition=true  motion=true  rssi=4  io200=0  io69=1  pdop=2.1  hdop=1.5  power=14.111  battery=4.079  io68=0  operator=40449  odometer=13875  distance=10.03  totalDistance=7596.37  hours=1285990,7.0
470,False,2023-09-14 20:38:16,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=239  ignition=false  motion=true  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=13.189  battery=4.075  io68=0  operator=40449  odometer=13879  distance=0.66  totalDistance=7597.03  hours=1285990,0.0
471,False,2023-09-14 20:38:22,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=240  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=13.181000000000001  battery=4.074  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
472,False,2023-09-14 20:38:32,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=239  ignition=true  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=13.293000000000001  battery=4.078  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
473,False,2023-09-14 20:38:36,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=239  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=13.183  battery=4.072  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
474,True,2023-09-14 21:48:25,16.9652966,82.228565,46,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=7  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=1  pdop=1.3  hdop=0.9  power=13.05  battery=4.093  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
475,False,2023-09-14 22:48:25,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.981  battery=4.093  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
476,False,2023-09-14 23:48:25,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.93  battery=4.089  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
477,False,2023-09-15 00:53:04,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.898  battery=4.097  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
478,False,2023-09-15 01:53:04,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.878  battery=4.097  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
479,False,2023-09-15 02:53:04,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.884  battery=4.093  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
480,False,2023-09-15 03:57:41,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.869  battery=4.098  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
481,False,2023-09-15 04:57:41,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.846  battery=4.098  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
482,False,2023-09-15 05:57:41,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.847  battery=4.093  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
483,False,2023-09-15 07:02:18,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.839  battery=4.098  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
484,False,2023-09-15 07:14:53,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=0  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.842  battery=4.097  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
485,False,2023-09-15 07:14:53,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=240  ignition=false  motion=true  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.842  battery=4.098  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
486,False,2023-09-15 07:15:56,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=240  ignition=false  motion=false  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.842  battery=4.098  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
487,False,2023-09-15 07:16:53,16.9652966,82.228565,0,0.0 km/h,"16.965297°, 82.228565°",priority=0  sat=0  event=240  ignition=false  motion=true  rssi=5  io200=0  io69=2  pdop=0.0  hdop=0.0  power=12.837  battery=4.097  io68=0  operator=40449  odometer=13879  distance=0.0  totalDistance=7597.03  hours=1285990,0.0
